"time","summary","icon","sunriseTime","sunsetTime","moonPhase","precipIntensity","precipIntensityMax","precipIntensityMaxTime","precipProbability","precipType","temperatureHigh","temperatureHighTime","temperatureLow","temperatureLowTime","apparentTemperatureHigh","apparentTemperatureHighTime","apparentTemperatureLow","apparentTemperatureLowTime","dewPoint","humidity","pressure","windSpeed","windGust","windGustTime","windBearing","cloudCover","uvIndex","uvIndexTime","visibility","ozone","temperatureMin","temperatureMinTime","temperatureMax","temperatureMaxTime","apparentTemperatureMin","apparentTemperatureMinTime","apparentTemperatureMax","apparentTemperatureMaxTime","country","province","date","precipAccumulation"
1584374400,"Foggy in the morning.","rain",1584400680,1584444000,0.79,0.1223,0.6729,1584374400,0.37,"rain",7.64,1584420780,-1.42,1584487680,6.09,1584420720,-1.15,1584487680,-4.85,0.64,1021.5,1.13,2.91,1584434100,140,0.93,5,1584421500,10.518,322.7,-3.12,1584400920,7.64,1584420780,-2.85,1584400920,6.09,1584420720,"China","Sichuan",2020-03-17,NA
1579622400,"Clear throughout the day.","partly-cloudy-day",1579649220,1579684740,0.92,5e-04,0.0031,1579651560,0.02,"snow",8.69,1579676280,-5.86,1579736220,8.41,1579676280,-8.52,1579736220,-5.92,0.6,1023.8,0.93,2.09,1579648920,319,0.35,2,1579666860,16.093,351.8,-4.4,1579647480,8.69,1579676280,-4.13,1579647480,8.41,1579676280,"China","Tianjin",2020-01-22,0
1579708800,"Partly cloudy throughout the day.","clear-day",1579735560,1579771260,0.96,0.0014,0.0051,1579744800,0.04,"snow",9.14,1579761780,-5.8,1579822320,7.09,1579761420,-10.14,1579818480,-8.56,0.54,1028.6,2.27,9.93,1579790040,48,0.24,2,1579753500,16.093,352.5,-5.86,1579736220,9.14,1579761780,-8.52,1579736220,7.09,1579761420,"China","Tianjin",2020-01-23,0
1579795200,"Partly cloudy throughout the day.","partly-cloudy-day",1579821960,1579857720,0.99,0.0012,0.0051,1579845600,0.02,"snow",4.41,1579842600,-8.25,1579906200,1.14,1579842720,-7.98,1579906200,-11.04,0.49,1038,3.16,9.18,1579795200,112,0.44,2,1579840200,16.093,357.4,-5.8,1579822320,4.41,1579842600,-10.14,1579818480,1.14,1579842720,"China","Tianjin",2020-01-24,0
1579881600,"Partly cloudy throughout the day.","clear-day",1579908300,1579944180,0.02,0.0011,0.0042,1579905000,0.02,"snow",6.6,1579935720,-8.32,1579992960,4.32,1579936560,-11.97,1579994160,-8.82,0.61,1034.4,1.45,3.54,1579927920,286,0.26,2,1579926600,16.093,369.9,-8.25,1579906200,6.6,1579935720,-7.98,1579906200,4.32,1579936560,"China","Tianjin",2020-01-25,0
1579968000,"Mostly cloudy throughout the day.","partly-cloudy-day",1579994640,1580030640,0.05,0.0026,0.0083,1580032800,0.03,"snow",5.67,1580021520,-3.33,1580075880,4,1580022000,-3.06,1580075880,-8.46,0.6,1033.2,1.76,3.13,1580005620,77,0.58,2,1580012760,16.093,374.5,-8.32,1579992960,5.67,1580021520,-11.97,1579994160,4,1580022000,"China","Tianjin",2020-01-26,0
1580054400,"Overcast throughout the day.","cloudy",1580081040,1580117100,0.08,0.0029,0.0094,1580119500,0.08,"snow",6.66,1580108460,-2.67,1580162400,5.99,1580111520,-4.4,1580163240,-6.38,0.6,1026.2,1.21,2.71,1580129640,313,1,1,1580098980,16.093,396.3,-3.33,1580075880,6.66,1580108460,-3.06,1580075880,5.99,1580111520,"China","Tianjin",2020-01-27,0
1580140800,"Overcast throughout the day.","cloudy",1580167380,1580203560,0.11,0.001,0.0083,1580147760,0.02,"snow",6.9,1580195760,-1.82,1580254500,5.88,1580195520,-1.97,1580228340,-6.43,0.59,1024.5,1.33,5.01,1580223600,58,0.96,2,1580185080,16.093,388.8,-2.67,1580162400,6.9,1580195760,-4.4,1580163240,5.88,1580195520,"China","Tianjin",2020-01-28,0
1580227200,"Overcast throughout the day.","partly-cloudy-day",1580253720,1580290080,0.14,0.0046,0.0076,1580287200,0.13,"snow",7.68,1580281260,-7.33,1580336700,6.55,1580281260,-7.06,1580336700,-5.64,0.61,1026.2,1.41,4.53,1580227200,34,0.75,2,1580271600,16.093,363.9,-2.69,1580310000,7.68,1580281260,-4.7,1580310000,6.55,1580281260,"China","Tianjin",2020-01-29,0
1580313600,"Clear throughout the day.","clear-day",1580340060,1580376540,0.17,0.0027,0.0064,1580365500,0.01,"snow",6.84,1580367780,-6.3,1580423400,4.7,1580369280,-7.61,1580416980,-13.57,0.4,1026,1.95,4.79,1580396400,200,0.01,2,1580358480,16.093,361,-7.33,1580336700,6.84,1580367780,-7.06,1580336700,4.7,1580369280,"China","Tianjin",2020-01-30,0
1580400000,"Clear throughout the day.","clear-day",1580426460,1580463000,0.2,0.0021,0.0062,1580418000,0.01,"snow",9.68,1580454600,-6.07,1580511660,8.53,1580454600,-9.27,1580511240,-9.99,0.46,1023.3,2.15,4.63,1580400000,258,0,3,1580444940,16.093,332.7,-6.3,1580423400,9.68,1580454600,-7.61,1580416980,8.53,1580454600,"China","Tianjin",2020-01-31,0
1580486400,"Foggy overnight.","partly-cloudy-day",1580512800,1580549460,0.23,0.005,0.0495,1580569200,0.04,"snow",5.9,1580534820,-1.93,1580594580,4.16,1580535000,-4.13,1580595660,-14.53,0.35,1029.4,2.84,6.19,1580562120,97,0.34,3,1580530860,16.093,333.2,-6.07,1580511660,5.9,1580534820,-9.27,1580511240,4.16,1580535000,"China","Tianjin",2020-02-01,0.1
1580572800,"Possible light snow (1–2 cm.) in the morning.","snow",1580599140,1580635920,0.26,0.1314,0.4832,1580590320,0.61,"snow",3.13,1580630280,-8.33,1580681940,1.38,1580628600,-11.37,1580669940,-5.08,0.71,1029.1,2.56,14.5,1580645100,348,0.87,2,1580617380,10.643,361.3,-2.72,1580655600,3.13,1580630280,-8.48,1580655600,1.38,1580628600,"China","Tianjin",2020-02-02,2.3
1580659200,"Clear throughout the day.","clear-day",1580685480,1580722380,0.3,0.0011,0.0062,1580666580,0.01,"snow",3.95,1580714280,-7.1,1580759040,0.15,1580716560,-12.48,1580760180,-15.39,0.37,1028.7,2.97,13.1,1580659200,203,0,2,1580703900,16.093,366,-8.33,1580681940,3.95,1580714280,-11.37,1580669940,0.15,1580716560,"China","Tianjin",2020-02-03,0
1580745600,"Clear throughout the day.","clear-day",1580771820,1580808900,0.33,0.0031,0.0087,1580762100,0.01,"snow",0.96,1580797140,-9.61,1580847360,-2.8,1580799720,-15.15,1580853600,-14.5,0.46,1030,3.94,13.82,1580775600,69,0.25,2,1580790240,16.093,395.7,-7.1,1580759040,0.96,1580797140,-12.48,1580760180,-2.8,1580799720,"China","Tianjin",2020-02-04,0.1
1580832000,"Mostly cloudy throughout the day.","partly-cloudy-day",1580858160,1580895360,0.36,0.0252,0.1055,1580879820,0.1,"snow",-1.25,1580882100,-6.5,1580940360,-7.14,1580881920,-10.48,1580939880,-11.1,0.64,1037.4,4.08,7.57,1580856480,110,0.54,2,1580877300,14.957,389.1,-9.61,1580847360,-1.25,1580882100,-15.15,1580853600,-7.14,1580881920,"China","Tianjin",2020-02-05,0.7
1580918400,"Foggy in the morning.","cloudy",1580944500,1580981820,0.4,0.0386,0.0986,1580950860,0.08,"snow",-0.01,1580973900,-7.49,1581025620,-2.31,1580986800,-10.08,1581025080,-7.83,0.72,1035.6,1.95,5.98,1580925660,134,0.94,2,1580963040,11.363,356.1,-6.5,1580940360,-0.01,1580973900,-10.48,1580939880,-2.29,1580987040,"China","Tianjin",2020-02-06,1.2
1581004800,"Clear throughout the day.","clear-day",1581030840,1581068280,0.43,0.0019,0.0074,1581056400,0.05,"snow",5.39,1581060960,-7.75,1581116040,2.96,1581061800,-11.6,1581115800,-7.21,0.69,1030.9,2.09,4.31,1581045720,276,0.12,3,1581048780,16.093,345.9,-7.49,1581025620,5.39,1581060960,-10.08,1581025080,2.96,1581061800,"China","Tianjin",2020-02-07,0
1581091200,"Clear throughout the day.","clear-day",1581117180,1581154740,0.47,9e-04,0.0072,1581152400,0.02,"snow",7.18,1581139080,-6.22,1581199920,5,1581138780,-9.19,1581205020,-9.77,0.55,1032.2,2.52,5.04,1581130500,332,0.2,3,1581135840,16.093,367.4,-7.75,1581116040,7.18,1581139080,-11.6,1581115800,5,1581138780,"China","Tianjin",2020-02-08,0
1581177600,"Clear throughout the day.","clear-day",1581203520,1581241260,0.51,0.0025,0.0087,1581237300,0.02,"snow",11.21,1581234000,-4.7,1581286020,11.04,1581233700,-4.43,1581286020,-6.66,0.6,1024.6,1.91,4.93,1581223380,242,0,2,1581223080,16.093,396.3,-6.22,1581199920,11.21,1581234000,-9.19,1581205020,11.04,1581233700,"China","Tianjin",2020-02-09,0
1581264000,"Clear throughout the day.","clear-day",1581289860,1581327720,0.55,0.0042,0.0094,1581328800,0.02,"snow",13.95,1581320580,-3.16,1581375300,13.67,1581320580,-2.89,1581375300,-6.28,0.52,1019.5,1.33,2.65,1581340980,109,0,3,1581308820,16.093,339.6,-4.7,1581286020,13.95,1581320580,-4.43,1581286020,13.67,1581320580,"China","Tianjin",2020-02-10,0
1581350400,"Clear throughout the day.","clear-day",1581376200,1581414180,0.59,0.0013,0.0051,1581368400,0.03,"rain",16.12,1581405600,-0.59,1581459060,15.84,1581405600,-0.86,1581455100,-1.78,0.6,1018.6,1.92,5.16,1581401700,165,0.15,3,1581395340,16.093,341,-3.16,1581375300,16.12,1581405600,-2.89,1581375300,15.84,1581405600,"China","Tianjin",2020-02-11,NA
1581436800,"Clear throughout the day.","clear-day",1581462480,1581500640,0.62,0.0019,0.0096,1581518820,0.03,"rain",17.63,1581493740,2.79,1581544740,17.35,1581493740,0.96,1581544140,1.68,0.7,1014.9,1.94,5.26,1581488220,201,0.15,3,1581481620,16.093,354.2,-0.59,1581459060,17.63,1581493740,-0.86,1581455100,17.35,1581493740,"China","Tianjin",2020-02-12,NA
1581523200,"Windy overnight.","clear-day",1581548820,1581587100,0.66,0.0033,0.0105,1581580500,0.05,"rain",16.93,1581577860,0.1,1581638400,16.65,1581577860,-5.72,1581638400,5.06,0.78,1012.3,3.12,12.37,1581606000,140,0.07,3,1581567600,16.093,351.6,2.79,1581544740,16.93,1581577860,0.96,1581544140,16.65,1581577860,"China","Tianjin",2020-02-13,NA
1581609600,"Snow (7–15 cm.) in the morning and afternoon.","snow",1581635160,1581673560,0.7,0.596,1.6837,1581643560,0.88,"snow",1.5,1581634800,-7.23,1581717540,-4.87,1581634800,-14.45,1581717840,-3.06,0.81,1024.4,7.91,17.68,1581623340,62,0.98,2,1581654540,7.626,351.1,-4.29,1581692400,7.6,1581609600,-9.88,1581659460,2.98,1581609600,"China","Tianjin",2020-02-14,11.4
1581696000,"Partly cloudy throughout the day.","partly-cloudy-day",1581721500,1581760080,0.74,0.0039,0.0241,1581696000,0.09,"snow",0.34,1581749400,-6.58,1581806340,-5.98,1581752220,-13.06,1581807060,-13.9,0.47,1030.5,6.24,15.43,1581723060,325,0.48,2,1581742140,16.093,368.2,-7.23,1581717540,0.34,1581749400,-14.45,1581717840,-5.98,1581752220,"China","Tianjin",2020-02-15,0.1
1581782400,"Clear throughout the day.","clear-day",1581807840,1581846540,0.77,0.0026,0.0072,1581789600,0.05,"snow",1.6,1581839520,-6.77,1581883020,-2.11,1581841620,-12.75,1581883200,-14.41,0.39,1028.5,5.44,15.26,1581860460,337,0.09,3,1581826980,16.093,412.3,-6.58,1581806340,1.6,1581839520,-13.06,1581807060,-2.11,1581841620,"China","Tianjin",2020-02-16,0.1
1581868800,"Clear throughout the day.","clear-day",1581894120,1581933000,0.8,0.0019,0.0075,1581935400,0.02,"snow",6.9,1581925740,-6.8,1581979740,4.04,1581926340,-6.53,1581979740,-11.72,0.43,1029.3,4.27,13.79,1581868800,314,0,3,1581913740,16.093,391.9,-6.77,1581883020,6.9,1581925740,-12.75,1581883200,4.04,1581926340,"China","Tianjin",2020-02-17,0
1581955200,"Clear throughout the day.","clear-day",1581980460,1582019460,0.84,0.004,0.0095,1582005960,0.03,"snow",10.72,1582009860,-4.39,1582062780,10.47,1582010400,-8.76,1582063080,-7.79,0.52,1026.7,1.36,2.68,1581961380,164,0.26,3,1581999660,16.093,370.6,-6.8,1581979740,10.72,1582009860,-6.53,1581979740,10.47,1582010400,"China","Tianjin",2020-02-18,0
1582041600,"Clear throughout the day.","clear-day",1582066800,1582105920,0.87,0.0025,0.0107,1582053900,0.02,"snow",9.16,1582089360,-4.15,1582149300,6.09,1582089240,-8.19,1582149240,-3.34,0.69,1025.9,4.08,8.43,1582074180,84,0.02,3,1582086060,16.093,409.6,-4.39,1582062780,9.16,1582089360,-8.76,1582063080,6.09,1582089240,"China","Tianjin",2020-02-19,0.1
1582128000,"Partly cloudy throughout the day.","partly-cloudy-day",1582153140,1582192380,0.9,0.0179,0.1852,1582210800,0.12,"snow",8.53,1582185000,1.38,1582236780,6.59,1582185000,-0.12,1582242660,-1.6,0.78,1030.6,2.59,7.08,1582146000,83,0.44,2,1582171680,16.093,415.6,-4.15,1582149300,8.53,1582185000,-8.19,1582149240,6.59,1582185000,"China","Tianjin",2020-02-20,0
1582214400,"Mostly cloudy throughout the day.","rain",1582239420,1582278840,0.93,0.0185,0.1769,1582214400,0.32,"rain",10.69,1582268760,-0.96,1582322520,10.53,1582270320,-5.8,1582322040,-3.33,0.6,1027.2,3.28,13.18,1582297200,301,0.76,2,1582258500,16.093,402.2,1.38,1582236780,10.69,1582268760,-0.94,1582297200,10.53,1582270320,"China","Tianjin",2020-02-21,NA
1582300800,"Clear throughout the day.","clear-day",1582325760,1582365360,0.97,0.0023,0.0099,1582342080,0.03,"rain",9.94,1582357440,-1.12,1582411620,7.42,1582358040,-3.92,1582411860,-13.7,0.28,1030.2,4.66,12.97,1582317240,298,0.06,3,1582345320,16.093,358.2,-0.96,1582322520,9.94,1582357440,-5.8,1582322040,7.42,1582358040,"China","Tianjin",2020-02-22,NA
1582387200,"Clear throughout the day.","clear-day",1582412100,1582451820,1,0.0036,0.0084,1582412880,0.03,"snow",16.72,1582444200,0.47,1582494480,16.44,1582444200,-2.9,1582494780,-8.42,0.34,1022,3.24,11.39,1582419960,204,0,4,1582432320,16.093,342.4,-1.12,1582411620,16.72,1582444200,-3.92,1582411860,16.44,1582444200,"China","Tianjin",2020-02-23,0
1582473600,"Overcast throughout the day.","partly-cloudy-day",1582498380,1582538280,0.03,0.0019,0.0085,1582530120,0.02,"rain",12.07,1582518060,2.56,1582580520,11.79,1582518060,-0.52,1582580640,-2.21,0.57,1018.8,5.07,11.42,1582549800,86,0.78,3,1582518240,16.093,313.7,0.47,1582494480,12.07,1582518060,-2.9,1582494780,11.79,1582518060,"China","Tianjin",2020-02-24,NA
1582560000,"Partly cloudy throughout the day.","partly-cloudy-day",1582584720,1582624740,0.06,0.0028,0.0083,1582567200,0.07,"rain",10.3,1582616880,-2.6,1582667820,8.71,1582616640,-4.98,1582669620,-8.12,0.37,1023.6,3.35,10.2,1582560000,86,0.44,3,1582605240,16.093,321.8,1.5,1582642800,10.3,1582616880,-0.52,1582580640,8.71,1582616640,"China","Tianjin",2020-02-25,NA
1582646400,"Clear throughout the day.","partly-cloudy-day",1582671000,1582711200,0.09,0.0025,0.0083,1582664160,0.03,"snow",9.61,1582702560,-0.25,1582753980,8.55,1582701900,-1.56,1582731960,-7.28,0.49,1032.6,2.33,6.92,1582720200,115,0.32,4,1582691100,16.093,357.3,-2.6,1582667820,9.61,1582702560,-4.98,1582669620,8.55,1582701900,"China","Tianjin",2020-02-26,0
1582732800,"Mostly cloudy throughout the day.","partly-cloudy-day",1582757340,1582797660,0.12,0.0014,0.0083,1582772400,0.05,"rain",8.1,1582787580,-0.1,1582843680,5.44,1582787640,-3.39,1582844040,-8.14,0.43,1031.3,2.53,5.65,1582800960,164,0.85,4,1582776780,16.093,347.2,-0.25,1582753980,8.1,1582787580,-1.56,1582732800,5.44,1582787640,"China","Tianjin",2020-02-27,NA
1582819200,"Clear throughout the day.","partly-cloudy-day",1582843680,1582884120,0.15,0.003,0.0084,1582846800,0.04,"rain",11.8,1582878420,0.42,1582919700,11.6,1582878780,-1.42,1582920180,-3.67,0.56,1020.3,2.81,6.28,1582847220,209,0.36,4,1582864020,16.093,371.3,-0.1,1582843680,11.8,1582878420,-3.39,1582844040,11.6,1582878780,"China","Tianjin",2020-02-28,NA
1582905600,"Partly cloudy throughout the day.","partly-cloudy-day",1582929960,1582970580,0.18,0.009,0.0262,1582937580,0.12,"rain",8.83,1582951440,0.92,1583006640,6.73,1582951380,-0.29,1583006280,1.2,0.79,1019.8,2.57,5.81,1582976580,144,0.43,4,1582949400,16.093,345.4,0.42,1582919700,8.83,1582951440,-1.42,1582920180,6.73,1582951380,"China","Tianjin",2020-02-29,NA
1582992000,"Clear throughout the day.","partly-cloudy-day",1583016300,1583057040,0.21,0.0032,0.0074,1583011380,0.04,"rain",11.35,1583046240,-2.12,1583098980,11.2,1583047920,-3.76,1583098500,-7.3,0.51,1024.6,4.19,11.45,1583044020,339,0.39,4,1583036400,16.093,358.8,0.92,1583006640,11.35,1583046240,-0.41,1583074800,11.2,1583047920,"China","Tianjin",2020-03-01,NA
1583078400,"Possible light rain overnight.","rain",1583102580,1583143500,0.24,0.0409,0.6699,1583161200,0.29,"rain",10.74,1583131320,0.52,1583185680,10.58,1583134500,-4.67,1583186100,-9.87,0.36,1025.5,4.08,10.24,1583146620,146,0.27,3,1583124600,16.093,356.9,-2.12,1583098980,10.74,1583131320,-3.76,1583098500,10.58,1583134500,"China","Tianjin",2020-03-02,NA
1583164800,"Clear throughout the day.","rain",1583188920,1583229960,0.27,0.027,0.489,1583164800,0.26,"rain",9.34,1583220600,-4.25,1583272260,5.78,1583221080,-9.18,1583272440,-10.76,0.41,1024.2,5.92,13.18,1583247600,326,0.24,4,1583209320,16.093,355.7,0.36,1583247600,9.34,1583220600,-4.67,1583186100,5.78,1583221080,"China","Tianjin",2020-03-03,NA
1583251200,"Clear throughout the day.","clear-day",1583275200,1583316420,0.31,7e-04,0.0062,1583312400,0.01,"rain",7.1,1583308320,-3.53,1583351520,4.78,1583309100,-7.79,1583351340,-19.82,0.2,1031.2,3.97,13.09,1583251200,346,0,3,1583296440,16.093,402.2,-4.25,1583272260,7.1,1583308320,-9.18,1583272440,4.78,1583309100,"China","Tianjin",2020-03-04,NA
1583337600,"Clear throughout the day.","clear-day",1583361540,1583402940,0.34,9e-04,0.0083,1583377200,0.01,"rain",12.55,1583394900,3.08,1583444820,12.27,1583394900,-0.01,1583444700,-12.63,0.3,1024.2,4.05,8.52,1583370180,196,0.08,5,1583382480,16.093,336,-3.53,1583351520,12.55,1583394900,-7.79,1583351340,12.27,1583394900,"China","Tianjin",2020-03-05,NA
1583424000,"Possible drizzle overnight.","rain",1583447820,1583489400,0.38,0.0217,0.3306,1583506800,0.28,"rain",16.29,1583480520,1.97,1583531400,16.01,1583480520,-0.56,1583531520,0.26,0.56,1014.8,3.85,10.61,1583432940,186,0.68,3,1583470380,16.093,353.8,3.08,1583444820,16.29,1583480520,-0.01,1583444700,16.01,1583480520,"China","Tianjin",2020-03-06,NA
1583510400,"Clear throughout the day.","rain",1583534160,1583575860,0.42,0.0131,0.2746,1583510400,0.28,"rain",15.71,1583565960,1.77,1583609940,15.43,1583565960,-0.77,1583609160,2.47,0.71,1016.6,2.84,7.78,1583585880,90,0.26,4,1583554860,16.093,370,1.97,1583531400,15.71,1583565960,-0.56,1583531520,15.43,1583565960,"China","Tianjin",2020-03-07,NA
1583596800,"Light rain in the evening and overnight.","rain",1583620440,1583662320,0.45,0.0383,0.5911,1583679600,0.65,"rain",13.69,1583653740,4.71,1583712000,13.41,1583653740,0.4,1583712000,3.45,0.78,1016.4,2.76,5.81,1583596800,107,0.59,4,1583641260,16.093,350.5,1.77,1583609940,13.69,1583653740,-0.77,1583609160,13.41,1583653740,"China","Tianjin",2020-03-08,NA
1583683200,"Light rain in the morning.","rain",1583706720,1583748780,0.49,0.5271,1.5434,1583692440,0.99,"rain",10.23,1583739540,0.13,1583790540,8,1583739600,-3.14,1583793780,3.31,0.83,1019,4.26,13.96,1583716020,54,0.98,3,1583727540,13.33,369.6,2.48,1583766000,10.23,1583739540,-0.59,1583719080,8,1583739600,"China","Tianjin",2020-03-09,NA
1583769600,"Clear throughout the day.","clear-day",1583793060,1583835240,0.53,0.0011,0.0094,1583787600,0.01,"rain",11.69,1583826480,0.78,1583869980,11.41,1583826480,-1.8,1583869740,-9.33,0.43,1018.9,3.81,9.93,1583818980,310,0.3,4,1583813700,16.093,422.6,0.13,1583790540,11.69,1583826480,-3.14,1583793780,11.41,1583826480,"China","Tianjin",2020-03-10,NA
1583856000,"Clear throughout the day.","clear-day",1583879340,1583921700,0.57,0.0039,0.0105,1583924700,0.03,"rain",18.91,1583913000,4.7,1583965260,18.63,1583913000,1.48,1583970360,-9.19,0.28,1014.5,4.17,9.83,1583889420,205,0.02,4,1583900340,16.093,407.9,0.78,1583869980,18.91,1583913000,-1.8,1583869740,18.63,1583913000,"China","Tianjin",2020-03-11,NA
1583942400,"Mostly cloudy throughout the day.","partly-cloudy-day",1583965680,1584008160,0.61,0.0032,0.0096,1583992020,0.02,"rain",14.87,1583989380,-0.69,1584049920,14.59,1583989380,-1.95,1584045960,-3.62,0.43,1017.7,4.19,10.57,1583972880,74,0.63,3,1583987100,16.093,394.7,3.67,1584025200,14.87,1583989380,1.48,1583970360,14.59,1583989380,"China","Tianjin",2020-03-12,NA
1584028800,"Clear throughout the day.","partly-cloudy-day",1584051960,1584094620,0.65,0.0021,0.0095,1584043800,0.02,"rain",12.43,1584085560,2.96,1584130440,12.15,1584085560,-0.54,1584130200,-14.3,0.27,1027.8,3.24,14.37,1584111600,271,0.35,4,1584072780,16.093,420.4,-0.69,1584049920,12.43,1584085560,-1.95,1584045960,12.15,1584085560,"China","Tianjin",2020-03-13,NA
1584115200,"Clear throughout the day.","clear-day",1584138300,1584181080,0.68,0.0022,0.0094,1584122400,0.01,"rain",16.55,1584171180,5.26,1584214200,16.27,1584171180,2.53,1584214980,-16.44,0.15,1017.2,5.66,13.63,1584115200,304,0,4,1584159540,16.093,405.6,2.96,1584130440,16.55,1584171180,-0.54,1584130200,16.27,1584171180,"China","Tianjin",2020-03-14,NA
1584201600,"Clear throughout the day.","clear-day",1584224580,1584267540,0.72,0.0035,0.0096,1584218820,0.02,"rain",16.89,1584251820,0.69,1584303000,16.61,1584251820,-2.18,1584301680,-9.26,0.27,1019.1,4.92,12.54,1584204840,38,0.06,5,1584246060,16.093,357.9,3.8,1584284400,16.89,1584251820,-0.54,1584284400,16.61,1584251820,"China","Tianjin",2020-03-15,NA
1584288000,"Mostly cloudy throughout the day.","partly-cloudy-day",1584310860,1584354000,0.75,0,0,1584342000,0,NA,18.04,1584348000,3.28,1584389220,17.76,1584348000,1.39,1584389460,-4.6,0.44,1019.7,3.36,11.02,1584288000,203,0.45,3,1584333240,16.093,358.5,0.69,1584303000,18.04,1584348000,-2.18,1584301680,17.76,1584348000,"China","Tianjin",2020-03-16,NA
1584374400,"Clear throughout the day.","clear-day",1584397200,1584440460,0.79,0.0025,0.0116,1584454260,0.01,"rain",22.94,1584431340,11.64,1584484080,22.66,1584431340,11.91,1584484080,-6.81,0.33,1014.4,3.19,11.78,1584457200,270,0.02,5,1584418560,16.093,363,3.28,1584389220,22.94,1584431340,1.39,1584389460,22.66,1584431340,"China","Tianjin",2020-03-17,NA
1580313600,"Partly cloudy throughout the day.","partly-cloudy-day",1580346240,1580384400,0.17,0.0028,0.0113,1580313600,0.05,"snow",-6.43,1580369640,-20.88,1580425020,-13.87,1580369100,-26.02,1580425140,-26.57,0.32,1016,2.95,13.83,1580373180,271,0.38,6,1580364180,16.093,284.1,-19.29,1580341380,-6.43,1580369640,-24.13,1580341140,-13.87,1580369100,"China","Tibet",2020-01-30,0.1
1580400000,"Clear throughout the day.","clear-day",1580432580,1580470860,0.2,0.0078,0.0368,1580482380,0.04,"snow",-8.01,1580457660,-21.74,1580514300,-14.44,1580457540,-26.38,1580513820,-28.33,0.32,1020.5,2.15,9.61,1580459880,259,0.3,6,1580451720,16.093,279.8,-20.88,1580425020,-8.01,1580457660,-26.02,1580425140,-13.72,1580477460,"China","Tibet",2020-01-31,0.5
1580486400,"Windy in the afternoon.","wind",1580518920,1580557320,0.23,0.0495,0.2717,1580562060,0.06,"snow",-6.3,1580543280,-20.01,1580601240,-13.99,1580543340,-26.23,1580601600,-29.21,0.28,1017.3,2.94,18,1580541900,260,0.32,6,1580537280,16.093,283.3,-21.74,1580514300,-6.3,1580543280,-26.38,1580513820,-13.99,1580543340,"China","Tibet",2020-02-01,2.5
1580572800,"Partly cloudy throughout the day.","partly-cloudy-day",1580605320,1580643780,0.26,0.0117,0.1408,1580572800,0.07,"snow",-11.24,1580629860,-25.69,1580686320,-20.58,1580629920,-26.88,1580665380,-28.15,0.36,1027.8,3.83,10.68,1580632020,274,0.69,5,1580624460,16.093,296.2,-20.01,1580601240,-11.24,1580629860,-26.35,1580603580,-19.76,1580572800,"China","Tibet",2020-02-02,0.7
1580659200,"Clear throughout the day.","clear-day",1580691660,1580730240,0.3,0.0011,0.0062,1580666580,0.02,"snow",-8.85,1580716680,-25.58,1580773320,-16.18,1580716380,-30.99,1580773320,-33.56,0.26,1031.7,2.16,12.14,1580717520,270,0,6,1580710740,16.093,294.2,-25.69,1580686320,-8.85,1580716680,-26.88,1580665380,-16.18,1580716380,"China","Tibet",2020-02-03,0.1
1580745600,"Clear throughout the day.","clear-day",1580778000,1580816700,0.33,0.0031,0.0087,1580762100,0.04,"snow",-8.17,1580803560,-21.15,1580859480,-14.54,1580803320,-26.53,1580859540,-33.38,0.25,1025.4,2.32,15.57,1580828400,269,0.03,6,1580797140,16.093,300.5,-25.58,1580773320,-8.17,1580803560,-30.99,1580773320,-14.54,1580803320,"China","Tibet",2020-02-04,0.2
1580832000,"Overcast throughout the day.","partly-cloudy-day",1580864400,1580903160,0.36,0.0032,0.0084,1580883300,0.05,"snow",-9.71,1580889240,-24.29,1580946060,-18.23,1580888760,-28.99,1580947200,-29.88,0.29,1021.7,3.65,14.04,1580832000,274,0.82,4,1580883660,16.093,311.2,-21.15,1580859480,-9.71,1580889240,-26.53,1580859540,-18.23,1580888760,"China","Tibet",2020-02-05,0.2
1580918400,"Mostly cloudy throughout the day.","partly-cloudy-day",1580950740,1580989620,0.4,0.0021,0.0083,1580947200,0.04,"snow",-7.47,1580976240,-20.65,1581031020,-13.45,1580976300,-26.08,1581029040,-30.61,0.29,1022.6,2.27,14.06,1581001200,261,0.46,5,1580969880,16.093,307.4,-24.29,1580946060,-7.47,1580976240,-29.13,1580947740,-13.45,1580976300,"China","Tibet",2020-02-06,0.2
1581004800,"Dangerously windy in the afternoon and evening.","wind",1581037080,1581076080,0.43,0.0061,0.0234,1581012000,0.04,"snow",-6.99,1581061980,-21.35,1581119100,-15.44,1581061320,-20.98,1581097500,-29.51,0.27,1020.7,3.51,21.84,1581065400,264,0.52,5,1581055320,16.093,324.2,-20.65,1581031020,-6.99,1581061980,-26.08,1581029040,-15.44,1581061320,"China","Tibet",2020-02-07,0.3
1581091200,"Mostly cloudy throughout the day.","partly-cloudy-day",1581123480,1581162540,0.47,0.0131,0.0327,1581174000,0.05,"snow",-9.77,1581148260,-21.24,1581206340,-16.52,1581131040,-28.21,1581206400,-28.34,0.33,1026.3,2.26,7.47,1581173160,297,0.84,4,1581142560,16.093,347.2,-21.35,1581119100,-9.77,1581148260,-23.79,1581123840,-16.52,1581131040,"China","Tibet",2020-02-08,0.8
