"time","summary","icon","sunriseTime","sunsetTime","moonPhase","precipIntensity","precipIntensityMax","precipIntensityMaxTime","precipProbability","precipType","temperatureHigh","temperatureHighTime","temperatureLow","temperatureLowTime","apparentTemperatureHigh","apparentTemperatureHighTime","apparentTemperatureLow","apparentTemperatureLowTime","dewPoint","humidity","pressure","windSpeed","windGust","windGustTime","windBearing","cloudCover","uvIndex","uvIndexTime","visibility","ozone","temperatureMin","temperatureMinTime","temperatureMax","temperatureMaxTime","apparentTemperatureMin","apparentTemperatureMinTime","apparentTemperatureMax","apparentTemperatureMaxTime","country","province","date","precipAccumulation"
1584158400,"Light rain in the evening and overnight.","rain",1584184860,1584227760,0.7,0.0438,0.532,1584241200,0.56,"rain",14.43,1584215460,4.56,1584256500,14.15,1584215460,2.56,1584255720,-5.42,0.33,1028.1,2.93,9.51,1584158400,319,0.43,6,1584207840,15.83,308.6,6.73,1584241200,14.47,1584158400,4.83,1584241200,14.19,1584158400,"US","District of Columbia",2020-03-14,NA
1584244800,"Light rain in the morning.","rain",1584271200,1584314220,0.74,0.174,0.7414,1584248160,0.88,"rain",10.57,1584306120,3.61,1584358200,10.29,1584306120,1.79,1584359280,2.76,0.76,1031.1,1.85,5.13,1584254820,24,0.78,4,1584294480,13.76,313.4,4.56,1584256500,10.57,1584306120,2.56,1584255720,10.29,1584306120,"US","District of Columbia",2020-03-15,NA
1584331200,"Partly cloudy throughout the day.","partly-cloudy-day",1584357480,1584400680,0.77,0.0067,0.0235,1584366660,0.05,"rain",12.51,1584385980,6.29,1584435420,12.23,1584385980,5.2,1584435060,-0.49,0.56,1031.6,2.5,6.28,1584402720,114,0.4,5,1584376980,15.648,341,3.61,1584358200,12.51,1584385980,1.79,1584359280,12.23,1584385980,"US","District of Columbia",2020-03-16,NA
1584417600,"Possible drizzle in the morning.","rain",1584443760,1584487140,0.8,0.0169,0.0813,1584449820,0.51,"rain",17.76,1584481620,6.41,1584531180,17.48,1584481620,5.29,1584531420,5.52,0.7,1023.1,2.25,6.62,1584491340,167,0.65,5,1584467340,14.623,332.5,6.29,1584435420,17.76,1584481620,5.2,1584435060,17.48,1584481620,"US","District of Columbia",2020-03-17,NA
1583564400,"Clear throughout the day.","clear-day",1583587440,1583629200,0.44,0.0173,0.0445,1583620380,0.03,"rain",18.8,1583617800,5.39,1583675220,18.52,1583617800,2.13,1583668500,-8.54,0.28,1012.4,4.32,8.98,1583595960,227,0.24,6,1583608800,16.093,298.4,3.12,1583577960,18.8,1583617800,-0.21,1583579100,18.52,1583617800,"US","Douglas County, CO",2020-03-07,NA
1583650800,"Possible light rain overnight.","rain",1583673720,1583715660,0.48,0.1037,0.9371,1583730000,0.37,"rain",18.37,1583697060,2.55,1583758380,18.09,1583697060,0.98,1583735100,-4.55,0.38,1006.9,4.2,12.62,1583665620,243,0.22,6,1583694420,15.939,309.8,5.39,1583675220,18.37,1583697060,2.13,1583668500,18.09,1583697060,"US","Douglas County, CO",2020-03-08,NA
1583733600,"Partly cloudy throughout the day.","rain",1583760060,1583802120,0.52,0.1516,1.565,1583736900,0.57,"rain",13.98,1583793780,2.02,1583839800,13.7,1583793780,-1.58,1583838420,-3.28,0.53,1016,2.35,8.18,1583733600,256,0.48,5,1583779740,13.126,343.3,2.55,1583758380,13.98,1583793780,0.98,1583735100,13.7,1583793780,"US","Douglas County, CO",2020-03-09,NA
1583474400,"Clear throughout the day.","clear-day",1583499060,1583540580,0.4,0.0171,0.0399,1583536920,0.03,"snow",13.22,1583531400,3.76,1583575260,12.94,1583531400,-0.38,1583575260,-6.7,0.53,1031.5,3.54,11.42,1583557200,168,0.01,4,1583519520,16.093,352,-3.44,1583493720,13.22,1583531400,-6.52,1583493540,12.94,1583531400,"US","Douglas County, NE",2020-03-06,0.1
1583560800,"Windy in the morning.","wind",1583585400,1583627040,0.44,0.0151,0.0368,1583620440,0.01,"rain",20.75,1583611320,8.22,1583665200,20.47,1583611320,4.98,1583665020,-4.73,0.31,1019.1,8.11,17.87,1583597160,185,0.19,4,1583605560,16.093,342.6,3.76,1583575260,20.75,1583611320,-0.38,1583575260,20.47,1583611320,"US","Douglas County, NE",2020-03-07,NA
1583647200,"Light rain overnight.","clear-day",1583671680,1583713500,0.48,0.0143,0.0712,1583726400,0.07,"rain",21.79,1583704320,1.78,1583758800,21.51,1583704320,-2.92,1583758800,3.19,0.47,1011.3,8.4,17.05,1583676420,191,0.14,5,1583692620,16.093,322.4,8.22,1583665200,21.79,1583704320,4.98,1583665020,21.51,1583704320,"US","Douglas County, NE",2020-03-08,NA
1583730000,"Light rain (with a chance of 1–3 cm. of snow) until evening.","rain",1583758020,1583799960,0.51,0.6052,2.3818,1583733600,0.96,"rain",3.17,1583755200,-3.97,1583838780,-1.88,1583755200,-6.04,1583837400,1.2,0.86,1017.1,5.78,11.5,1583768280,349,0.93,3,1583778720,13.845,340.1,-0.63,1583812800,14.6,1583730000,-4.48,1583788260,14.32,1583730000,"US","Douglas County, NE",2020-03-09,NA
1583654400,"Mostly cloudy throughout the day.","rain",1583678220,1583719980,0.48,0.0327,0.0864,1583721180,0.38,"rain",7.81,1583707800,0.91,1583762580,7.09,1583705700,1.18,1583762580,1.6,0.91,1017.1,0.93,2.23,1583708160,62,0.74,2,1583698620,14.051,411.6,-0.15,1583677140,7.81,1583707800,0.12,1583677140,7.09,1583705700,"US","Douglas County, OR",2020-03-08,NA
1583737200,"Partly cloudy throughout the day.","rain",1583764500,1583806440,0.52,0.0269,0.0762,1583737500,0.26,"rain",10.91,1583794260,-0.5,1583848500,10.7,1583794020,-0.23,1583848500,2.26,0.85,1022.7,1.29,3.91,1583806380,24,0.38,3,1583785860,15.293,399.9,0.91,1583762580,10.91,1583794260,1.18,1583762580,10.7,1583794020,"US","Douglas County, OR",2020-03-09,NA
1583564400,"Clear throughout the day.","clear-day",1583587320,1583629140,0.44,0.0195,0.0505,1583620320,0.01,"rain",18.29,1583611200,3.64,1583665320,18.01,1583611200,1.92,1583664660,-9.52,0.27,1012.1,3.97,8.1,1583596320,262,0.16,6,1583608200,16.093,297.7,2.59,1583573880,18.29,1583611200,-0.58,1583574360,18.01,1583611200,"US","El Paso County, CO",2020-03-07,NA
1583650800,"Clear throughout the day.","clear-day",1583673600,1583715600,0.48,0.0384,0.1671,1583730000,0.15,"rain",18.35,1583697360,1.67,1583758680,18.07,1583697360,-1.89,1583748660,-4.84,0.38,1006.2,3.74,15.3,1583724660,283,0.29,6,1583694360,16.093,308.1,3.64,1583665320,18.35,1583697360,1.87,1583730000,18.07,1583697360,"US","El Paso County, CO",2020-03-08,NA
1583733600,"Clear throughout the day.","rain",1583759940,1583802060,0.52,0.051,0.2064,1583737140,0.32,"rain",14.68,1583792880,1.55,1583837580,14.4,1583792880,-1.15,1583837340,-2.73,0.56,1015.9,4.04,14.46,1583735820,325,0.38,5,1583780520,16.024,339.5,1.67,1583758680,14.68,1583792880,-1.89,1583748660,14.4,1583792880,"US","El Paso County, CO",2020-03-09,NA
1583643600,"Clear throughout the day.","clear-day",1583667060,1583709060,0.47,0.012,0.0367,1583654400,0.03,"rain",16.28,1583698800,6.93,1583754240,16,1583698800,5.98,1583753760,-8.59,0.33,1032.8,2.08,5.72,1583722800,256,0,5,1583687940,15.141,332,1.52,1583668140,16.28,1583698800,0.65,1583664180,16,1583698800,"US","Fairfax County, VA",2020-03-08,NA
1583726400,"Clear throughout the day.","clear-day",1583753400,1583795520,0.51,0.0171,0.0505,1583758980,0.02,"rain",23.12,1583783880,13.5,1583832060,22.84,1583783880,13.77,1583832060,-4.22,0.29,1029,2.14,7.86,1583805900,237,0.17,5,1583774340,16.093,329.9,6.93,1583754240,23.12,1583783880,5.98,1583753760,22.84,1583783880,"US","Fairfax County, VA",2020-03-09,NA
1583470800,"Overcast throughout the day.","partly-cloudy-day",1583496180,1583537880,0.4,3e-04,0.0036,1583503620,0.18,"rain",4.94,1583512260,-1.78,1583578620,-0.08,1583511540,-4.3,1583578140,-1.62,0.68,1023.3,5.83,12.61,1583505780,299,0.7,3,1583515380,16.093,387.7,0.76,1583553600,8.39,1583470800,-3.34,1583551260,6.05,1583470800,"US","Fayette County, KY",2020-03-06,NA
1583557200,"Clear throughout the day.","clear-day",1583582460,1583624340,0.44,0,0,NA,0,NA,9.95,1583611620,-8.33,1583668800,9.67,1583611680,-11.7,1583668800,-4.06,0.61,1033.9,1.77,8.97,1583557200,1,0.18,5,1583603580,16.093,343.7,-1.78,1583578620,9.95,1583611620,-4.3,1583578140,9.67,1583611680,"US","Fayette County, KY",2020-03-07,NA
1583643600,"Clear throughout the day.","clear-day",1583668800,1583710800,0.47,0,0,1583683200,0,NA,18.26,1583697600,-3.15,1583749980,17.98,1583697600,-7.55,1583749740,-5.13,0.49,1031.1,3.31,8.79,1583682240,191,0.06,5,1583689560,16.093,325,-8.48,1583669340,18.26,1583697600,-11.95,1583669460,17.98,1583697600,"US","Fayette County, KY",2020-03-08,NA
1583726400,"Mostly cloudy throughout the day.","partly-cloudy-day",1583755080,1583797260,0.51,4e-04,0.0035,1583737560,0.06,"rain",19.41,1583783160,11.92,1583835600,19.13,1583783160,12.19,1583835600,-0.39,0.49,1027.9,4.87,14.63,1583768040,200,0.61,4,1583776860,16.093,310.4,-3.15,1583749980,19.41,1583783160,-7.55,1583749740,19.13,1583783160,"US","Fayette County, KY",2020-03-09,NA
1583812800,"Partly cloudy throughout the day.","partly-cloudy-day",1583840520,1583883240,0.55,0.0294,0.0615,1583827260,0.19,"rain",26.13,1583869980,14.57,1583926740,25.86,1583869980,15.04,1583926740,15.88,0.76,1027.4,2.78,7.46,1583852460,90,0.43,7,1583861100,16.093,288.5,15.49,1583840340,26.13,1583869980,16.02,1583840220,25.86,1583869980,"US","Florida",2020-03-10,NA
1583899200,"Clear throughout the day.","clear-day",1583926860,1583969700,0.59,0.0332,0.1469,1583978220,0.14,"rain",27.68,1583956380,15.6,1584009540,27.43,1583955960,16.17,1584009660,15.44,0.73,1022.2,1.39,4.9,1583899200,88,0.18,9,1583948160,16.093,293.5,14.57,1583926740,27.68,1583956380,15.04,1583926740,27.43,1583955960,"US","Florida",2020-03-11,NA
1583985600,"Partly cloudy throughout the day.","partly-cloudy-day",1584013200,1584056100,0.63,0.0191,0.098,1584064860,0.19,"rain",29.05,1584042720,15.97,1584099300,28.77,1584042600,16.53,1584099240,16.46,0.73,1018.3,1.38,8.06,1584068160,111,0.45,8,1584035280,16.093,297,15.6,1584009540,29.05,1584042720,16.17,1584009660,28.77,1584042600,"US","Florida",2020-03-12,NA
1584072000,"Clear throughout the day.","clear-day",1584099540,1584142560,0.67,0.0167,0.0409,1584143580,0.11,"rain",29.87,1584129180,15.46,1584182340,29.59,1584129180,16.01,1584182820,16.7,0.71,1020.8,2.01,7.71,1584148260,119,0.19,9,1584121200,16.093,286.3,15.97,1584099300,29.87,1584129180,16.53,1584099240,29.59,1584129180,"US","Florida",2020-03-13,NA
1584158400,"Clear throughout the day.","clear-day",1584185880,1584228960,0.7,0.0173,0.0445,1584158400,0.1,"rain",30.22,1584215880,16.95,1584268680,30.09,1584215820,17.68,1584268980,17.49,0.75,1024.1,2.4,8.62,1584239400,88,0.16,9,1584207300,16.093,281.1,15.46,1584182340,30.22,1584215880,16.01,1584182820,30.09,1584215820,"US","Florida",2020-03-14,NA
1584244800,"Clear throughout the day.","clear-day",1584272220,1584315420,0.74,0.0153,0.0473,1584269940,0.1,"rain",30.02,1584302580,16.35,1584356460,30.12,1584302340,17.12,1584356400,18.41,0.77,1023.9,1.62,8.3,1584244800,77,0.23,9,1584294840,15.706,275.3,16.95,1584268680,30.02,1584302580,17.68,1584268980,30.12,1584302340,"US","Florida",2020-03-15,NA
1584331200,"Partly cloudy throughout the day.","clear-day",1584358560,1584401820,0.77,0.0276,0.0875,1584382140,0.12,"rain",28.51,1584386700,16.73,1584439260,29.7,1584386280,17.57,1584439260,19,0.81,1023.1,2.9,9.38,1584412500,77,0.29,8,1584378840,16.093,269,16.35,1584356460,28.51,1584386700,17.12,1584356400,29.7,1584386280,"US","Florida",2020-03-16,NA
1584417600,"Partly cloudy throughout the day.","partly-cloudy-day",1584444840,1584488280,0.8,0.034,0.0758,1584486180,0.14,"rain",29.99,1584474600,16.5,1584528540,30.42,1584474540,17.2,1584528720,18.52,0.78,1023.1,2.29,7.81,1584417600,104,0.36,7,1584466080,15.969,269.8,16.73,1584439260,29.99,1584474600,17.57,1584439260,30.42,1584474540,"US","Florida",2020-03-17,NA
1583388000,"Clear throughout the day.","partly-cloudy-day",1583412300,1583454420,0.36,0.0151,0.0518,1583388000,0.15,"rain",23.09,1583449020,8.01,1583489220,22.81,1583449020,6.55,1583489640,9.25,0.66,1022.1,4.93,10.49,1583429400,346,0.43,7,1583433900,16.093,290.8,11.66,1583401560,23.09,1583449020,11.93,1583401560,22.81,1583449020,"US","Fort Bend County, TX",2020-03-05,NA
1583474400,"Clear throughout the day.","clear-day",1583498640,1583540880,0.4,0.0228,0.0529,1583536800,0.04,"rain",23.05,1583531880,6.36,1583575200,22.77,1583531880,5.36,1583575620,-0.38,0.41,1030.2,2.97,11.24,1583507520,22,0.15,8,1583520000,16.093,293.5,8.01,1583489220,23.05,1583531880,6.55,1583489640,22.77,1583531880,"US","Fort Bend County, TX",2020-03-06,NA
1583560800,"Mostly cloudy throughout the day.","partly-cloudy-day",1583584980,1583627280,0.44,0.0196,0.0498,1583620320,0.05,"rain",19.42,1583609940,10.02,1583668560,19.14,1583609940,10.29,1583668560,6.35,0.66,1029.2,2.91,7.67,1583635380,97,0.37,5,1583606160,16.093,290.8,6.36,1583575200,19.42,1583609940,5.36,1583575620,19.14,1583609940,"US","Fort Bend County, TX",2020-03-07,NA
1583647200,"Clear throughout the day.","clear-day",1583671320,1583713740,0.48,0.0165,0.0477,1583721960,0.08,"rain",23.68,1583693760,15.77,1583748240,23.4,1583693760,16.36,1583748360,12.68,0.79,1025.5,4.77,11.92,1583726400,127,0.31,7,1583691420,16.093,281.5,10.02,1583668560,23.68,1583693760,10.29,1583668560,23.4,1583693760,"US","Fort Bend County, TX",2020-03-08,NA
1583730000,"Possible light rain in the afternoon.","rain",1583757600,1583800140,0.51,0.0683,0.4565,1583787540,0.47,"rain",23.94,1583776800,17.53,1583827620,23.87,1583776800,18.47,1583827800,17.41,0.88,1022.9,4.29,12.1,1583730000,162,0.81,6,1583776560,15.833,271.2,15.77,1583748240,23.94,1583776800,16.36,1583748360,23.87,1583776800,"US","Fort Bend County, TX",2020-03-09,NA
1583654400,"Partly cloudy throughout the day.","rain",1583677080,1583719200,0.48,0.0178,0.1348,1583704800,0.31,"rain",10.29,1583710320,3.75,1583764980,9.08,1583710740,4.02,1583764980,1.57,0.75,1015.8,1.25,4.42,1583701140,182,0.4,4,1583697000,16.083,362.5,2.23,1583676840,10.29,1583710320,2.5,1583676840,9.08,1583710740,"US","Fresno County, CA",2020-03-08,NA
1583737200,"Mostly cloudy throughout the day.","partly-cloudy-day",1583763420,1583805600,0.52,0.0079,0.0236,1583748000,0.1,"rain",14.31,1583794680,8.05,1583812920,14.03,1583794680,7.68,1583848620,0.88,0.6,1018.8,1.35,5.11,1583787780,175,0.7,4,1583784960,16.093,391.2,3.75,1583764980,14.31,1583794680,4.02,1583764980,14.03,1583794680,"US","Fresno County, CA",2020-03-09,NA
1583211600,"Light rain in the morning and overnight.","rain",1583237040,1583278620,0.29,0.262,2.0733,1583247360,1,"rain",21.66,1583266140,12.13,1583325360,21.49,1583266140,12.4,1583325360,15.31,0.87,1011.1,1.82,8.27,1583254020,225,0.91,4,1583257500,6.928,289.2,13,1583211600,21.66,1583266140,13.27,1583211600,21.49,1583266140,"US","Fulton County, GA",2020-03-03,NA
1583298000,"Rain throughout the day.","rain",1583323380,1583365080,0.33,0.8061,2.5204,1583380800,1,"rain",13.72,1583358780,10.25,1583403540,13.44,1583358780,10.52,1583403540,11.72,0.89,1015.8,1.14,2.94,1583322480,287,0.96,4,1583344500,6.925,279.7,11.54,1583380800,17.12,1583298000,11.81,1583380800,16.85,1583298000,"US","Fulton County, GA",2020-03-04,NA
1583384400,"Rain until evening.","rain",1583409720,1583451540,0.36,1.726,5.2401,1583405700,1,"rain",11.22,1583416320,6.65,1583485020,10.94,1583416320,5.49,1583498820,8.94,0.91,1017.2,1.85,6.4,1583434560,50,0.93,4,1583430780,6.17,285.2,9.32,1583424300,11.51,1583384400,8.06,1583424780,11.23,1583384400,"US","Fulton County, GA",2020-03-05,NA
1583470800,"Clear throughout the day.","clear-day",1583496000,1583538000,0.4,0.0135,0.248,1583546400,0.15,"rain",14.14,1583525820,0.87,1583581860,13.86,1583525820,-0.98,1583585040,0.67,0.59,1022.3,2.62,10.51,1583516520,313,0.09,6,1583516760,11.699,314.8,5.79,1583553600,14.14,1583525820,4.47,1583553600,13.86,1583525820,"US","Fulton County, GA",2020-03-06,NA
1583557200,"Clear throughout the day.","clear-day",1583582340,1583624460,0.44,0,0,NA,0,NA,15.49,1583618340,4.21,1583658180,15.21,1583618340,4.48,1583658180,-3.42,0.47,1030.9,1.62,5.92,1583557200,338,0,6,1583603460,12.629,324.5,0.87,1583581860,15.49,1583618340,-0.98,1583585040,15.21,1583618340,"US","Fulton County, GA",2020-03-07,NA
1583643600,"Partly cloudy throughout the day.","partly-cloudy-day",1583668680,1583710860,0.47,2e-04,0.0029,1583650800,0.01,"rain",17.47,1583701860,7.65,1583753160,17.19,1583701860,7.9,1583749320,-1.8,0.44,1034.4,1.3,4.36,1583700960,144,0.32,5,1583689860,12.512,313.3,4.21,1583658180,17.47,1583701860,4.48,1583658180,17.19,1583701860,"US","Fulton County, GA",2020-03-08,NA
1583726400,"Partly cloudy throughout the day.","partly-cloudy-day",1583754960,1583797320,0.51,0.1452,3.0833,1583769600,0.14,"rain",20.02,1583791080,13.39,1583841600,19.74,1583791080,13.66,1583841600,4.58,0.53,1032.8,1.64,6.35,1583783700,171,0.44,6,1583775540,10.816,301.7,7.65,1583753160,20.02,1583791080,7.9,1583749320,19.74,1583791080,"US","Fulton County, GA",2020-03-09,NA
1583812800,"Mostly cloudy throughout the day.","rain",1583841120,1583883600,0.55,0.0241,0.0867,1583852760,0.28,"rain",21.33,1583868840,10.44,1583920920,21.05,1583868840,10.71,1583920920,13.23,0.81,1027.4,1.99,8.19,1583863620,215,0.71,5,1583863380,16.093,303.8,12.49,1583838000,21.33,1583868840,12.76,1583838000,21.05,1583868840,"US","Georgia",2020-03-10,NA
1583899200,"Partly cloudy throughout the day.","partly-cloudy-day",1583927400,1583970060,0.59,0.0294,0.1126,1583968200,0.17,"rain",23.06,1583957220,14,1584006420,22.78,1583957220,14.53,1584005880,14.16,0.88,1020.7,1.65,6.49,1583959740,237,0.44,5,1583949060,15.848,317.1,10.44,1583920920,23.06,1583957220,10.71,1583920920,22.78,1583957220,"US","Georgia",2020-03-11,NA
1583985600,"Possible drizzle in the morning.","rain",1584013740,1584056520,0.63,0.0398,0.1865,1584014880,0.46,"rain",24.13,1584043800,15.33,1584096840,24.1,1584043800,15.72,1584096660,16.4,0.89,1016.3,1.76,7.53,1584053220,192,0.75,4,1584035580,14.432,313.5,14,1584006420,24.13,1584043800,14.53,1584005880,24.1,1584043800,"US","Georgia",2020-03-12,NA
1584072000,"Partly cloudy throughout the day.","rain",1584100080,1584142920,0.67,0.046,0.1558,1584140040,0.3,"rain",25.66,1584129240,13.81,1584184920,25.61,1584129240,14.28,1584185340,17.13,0.82,1019.1,2.36,8.95,1584082680,249,0.46,6,1584122940,16.093,294.7,15.33,1584096840,25.66,1584129240,15.72,1584096660,25.61,1584129240,"US","Georgia",2020-03-13,NA
1584158400,"Clear throughout the day.","rain",1584186420,1584229380,0.7,0.0219,0.0613,1584219660,0.28,"rain",27.45,1584214920,12.67,1584266580,27.8,1584213840,12.94,1584266580,16.65,0.8,1024,1.19,4.37,1584220020,176,0.3,7,1584207720,15.991,288.2,13.81,1584184920,27.45,1584214920,14.28,1584185340,27.8,1584213840,"US","Georgia",2020-03-14,NA
1584244800,"Partly cloudy throughout the day.","rain",1584272700,1584315840,0.74,0.033,0.1463,1584292560,0.4,"rain",23.55,1584302400,11.98,1584360000,23.32,1584302400,12.25,1584360000,14.45,0.8,1024.4,1.6,5.21,1584284640,341,0.46,6,1584293220,16.093,280.7,12.67,1584266580,23.55,1584302400,12.94,1584266580,23.32,1584302400,"US","Georgia",2020-03-15,NA
1584331200,"Overcast throughout the day.","rain",1584359040,1584402300,0.77,0.0543,0.2177,1584350520,0.39,"rain",16.59,1584388560,11.69,1584438780,16.31,1584388560,11.96,1584438780,12.87,0.89,1026,2.32,6.25,1584352440,78,0.95,4,1584380040,15.986,287.4,11.87,1584361800,17.45,1584331200,12.14,1584361800,17.51,1584331200,"US","Georgia",2020-03-16,NA
1584417600,"Overcast throughout the day.","rain",1584445380,1584488700,0.8,0.0783,0.2568,1584463980,0.4,"rain",21.38,1584475500,12.28,1584519180,21.26,1584475560,12.58,1584519660,14.27,0.92,1023.9,1.02,5.57,1584419220,68,0.83,5,1584467640,15.624,284.8,11.69,1584438780,21.38,1584475500,11.96,1584438780,21.26,1584475560,"US","Georgia",2020-03-17,NA
1583125200,"Partly cloudy throughout the day.","partly-cloudy-day",1583148180,1583188740,0.26,0.0356,0.0716,1583138400,0.17,"snow",2.85,1583179860,0.27,1583197380,-0.23,1583186220,-2.52,1583197440,-6.81,0.77,1013.8,2.6,9.38,1583164440,137,0.61,3,1583167440,15.445,370.7,-11.14,1583128680,2.85,1583179860,-12.56,1583145960,-0.23,1583186220,"US","Grafton County, NH",2020-03-02,0.7
1583211600,"Light rain in the evening and overnight.","rain",1583234460,1583275200,0.29,0.1665,1.0514,1583284920,0.8,"rain",8.91,1583261160,0.1,1583326560,7.75,1583259180,-4.58,1583326800,2.26,0.87,1003.1,1.69,6.11,1583276400,159,0.62,3,1583254680,14.613,396.4,0.29,1583235300,8.91,1583261160,-0.67,1583211600,7.75,1583259180,"US","Grafton County, NH",2020-03-03,NA
1583298000,"Possible drizzle (with a chance of 1–2 cm. of snow) in the morning.","rain",1583320740,1583361660,0.33,0.0925,0.6569,1583298000,0.86,"rain",2.19,1583337840,-2.43,1583409420,-3.44,1583337660,-7.06,1583408520,-2.66,0.77,999.7,5.16,16.81,1583340120,276,0.58,2,1583342160,14.273,423.2,-1.51,1583380800,4.23,1583298000,-5.73,1583380800,2.38,1583298000,"US","Grafton County, NH",2020-03-04,NA
1583384400,"Clear throughout the day.","snow",1583407020,1583448180,0.36,0.0321,0.1217,1583398680,0.31,"snow",3.46,1583435100,-4.28,1583494260,-0.25,1583436000,-6.68,1583494800,-4.91,0.74,1015.7,3.38,14.06,1583396100,305,0.26,3,1583427900,15.943,377,-3.23,1583467200,3.46,1583435100,-7.06,1583408520,-0.25,1583436000,"US","Grafton County, NH",2020-03-05,0.7
1583470800,"Mostly cloudy throughout the day.","snow",1583493360,1583534640,0.4,0.0234,0.0605,1583518320,0.26,"snow",2.02,1583513520,-7.96,1583582460,-1.55,1583513760,-14.51,1583582760,-4.32,0.82,1017.2,2.23,7.73,1583508060,83,0.68,3,1583512800,16.093,382.3,-4.28,1583494260,2.02,1583513520,-6.68,1583494800,-1.55,1583513760,"US","Grafton County, NH",2020-03-06,0.5
1583557200,"Clear throughout the day.","partly-cloudy-day",1583579640,1583621100,0.44,0.0188,0.0455,1583620440,0.14,"snow",-0.79,1583608380,-6.95,1583648580,-6.61,1583608980,-10.5,1583661480,-12.65,0.54,1022.3,4.48,12.27,1583593080,334,0.32,3,1583600760,16.076,416.1,-7.96,1583582460,-0.79,1583608380,-14.51,1583582760,-6.61,1583608980,"US","Grafton County, NH",2020-03-07,0.5
1583643600,"Clear throughout the day.","clear-day",1583665920,1583707620,0.47,0.0183,0.0563,1583701920,0.04,"snow",5.64,1583696640,0.16,1583724600,3.13,1583696400,-1.22,1583751960,-8.58,0.57,1025.2,2.21,10.06,1583679420,298,0.07,4,1583686860,16.093,361.7,-6.95,1583648580,5.64,1583696640,-10.5,1583661480,3.13,1583696400,"US","Grafton County, NH",2020-03-08,0.2
1583726400,"Clear throughout the day.","clear-day",1583752200,1583794080,0.51,0.019,0.0503,1583748240,0.05,"rain",14.02,1583782620,2.52,1583839740,13.74,1583782620,1.41,1583839500,-1.28,0.59,1021.7,1.9,9.31,1583769840,231,0.21,4,1583773560,16.093,348.9,0.21,1583726400,14.02,1583782620,-1.22,1583751960,13.74,1583782620,"US","Grafton County, NH",2020-03-09,NA
1583568000,"Light rain in the morning and afternoon.","rain",1583591640,1583633520,0.44,0.3315,2.1557,1583593380,0.87,"rain",11.07,1583627940,8.74,1583668140,10.79,1583627940,7.74,1583678760,7.64,0.85,1014.7,3.2,4.99,1583600220,260,0.75,4,1583611500,16.093,348.7,9.16,1583650800,11.07,1583627940,7.73,1583580720,10.79,1583627940,"US","Grand Princess",2020-03-07,NA
1583654400,"Mostly cloudy throughout the day.","rain",1583677920,1583719980,0.48,0.0195,0.0581,1583654400,0.25,"rain",12.36,1583714220,10.17,1583761980,12.08,1583714220,10.44,1583761980,6.71,0.77,1016.1,3.21,6.29,1583711580,165,0.65,3,1583697840,16.093,377.9,8.74,1583668140,12.36,1583714220,7.74,1583678760,12.08,1583714220,"US","Grand Princess",2020-03-08,NA
1583737200,"Mostly cloudy throughout the day.","rain",1583764260,1583806440,0.52,0.0191,0.0565,1583748360,0.25,"rain",14.92,1583793840,11.55,1583848740,14.64,1583793840,11.82,1583848740,8.03,0.75,1019,3.59,6.75,1583808120,42,0.62,3,1583783340,16.093,402.8,10.17,1583761980,14.92,1583793840,10.44,1583761980,14.64,1583793840,"US","Grand Princess",2020-03-09,NA
1583823600,"Mostly cloudy throughout the day.","partly-cloudy-day",1583850540,1583892900,0.56,0.0192,0.0545,1583881140,0.16,"rain",15.26,1583872380,11.97,1583935440,14.98,1583872380,12.24,1583935440,8.75,0.74,1016.8,3.51,7.44,1583851980,15,0.53,3,1583871420,16.093,405.2,11.55,1583848740,15.26,1583872380,11.82,1583848740,14.98,1583872380,"US","Grand Princess",2020-03-10,NA
1583910000,"Clear throughout the day.","clear-day",1583936880,1583979360,0.6,0.0155,0.0513,1583953200,0.17,"rain",14.64,1583957940,10.16,1584023160,14.36,1583957940,10.43,1584023160,10.7,0.86,1017.6,2.74,5.92,1583972280,275,0.22,5,1583958480,16.093,371.1,11.36,1583992800,14.64,1583957940,11.63,1583992800,14.36,1583957940,"US","Grand Princess",2020-03-11,NA
1583996400,"Clear throughout the day.","clear-day",1584023160,1584065820,0.63,0.0178,0.0511,1584014400,0.18,"rain",13.61,1584056820,10.57,1584111600,13.33,1584056820,10.84,1584111600,9.72,0.87,1012.4,2.82,6.2,1584053820,297,0.31,5,1584046260,16.043,317.7,10.16,1584023160,13.61,1584056820,10.43,1584023160,13.33,1584056820,"US","Grand Princess",2020-03-12,NA
1584082800,"Possible drizzle overnight.","partly-cloudy-day",1584109500,1584152280,0.67,0.0282,0.0571,1584091800,0.13,"rain",12.65,1584130080,9.95,1584178320,12.37,1584130080,10.22,1584178320,9.31,0.86,1008.9,5.56,11.64,1584133020,217,0.61,4,1584129720,16.093,297.6,10.57,1584111660,12.65,1584130080,10.84,1584111660,12.37,1584130080,"US","Grand Princess",2020-03-13,NA
1584169200,"Light rain throughout the day.","rain",1584195780,1584238740,0.71,0.6246,1.973,1584201360,0.99,"rain",10.93,1584233880,9.2,1584284400,10.65,1584233880,5.78,1584282360,7.81,0.84,1015.3,5.46,8.93,1584252000,234,0.81,4,1584219240,15.854,348.2,9.86,1584245160,11.06,1584169200,10.13,1584245160,10.78,1584169200,"US","Grand Princess",2020-03-14,NA
