"province","country","lat","lon","date","confirmed","deaths","recovered","day_since_first_case_province","day_since_first_case_country"
"4190","Maldives","Maldives",3.2028,73.2207,2020-03-21,13,0,0,14,14
"4191","Maldives","Maldives",3.2028,73.2207,2020-03-22,13,0,0,15,15
"4192","Maldives","Maldives",3.2028,73.2207,2020-03-23,13,0,0,16,16
"4193","Malta","Malta",35.9375,14.3754,2020-03-07,3,0,0,1,1
"4194","Malta","Malta",35.9375,14.3754,2020-03-08,3,0,0,2,2
"4195","Malta","Malta",35.9375,14.3754,2020-03-09,3,0,0,3,3
"4196","Malta","Malta",35.9375,14.3754,2020-03-10,5,0,0,4,4
"4197","Malta","Malta",35.9375,14.3754,2020-03-11,6,0,0,5,5
"4198","Malta","Malta",35.9375,14.3754,2020-03-12,6,0,0,6,6
"4199","Malta","Malta",35.9375,14.3754,2020-03-13,12,0,1,7,7
"4200","Malta","Malta",35.9375,14.3754,2020-03-14,18,0,1,8,8
"4201","Malta","Malta",35.9375,14.3754,2020-03-15,21,0,1,9,9
"4202","Malta","Malta",35.9375,14.3754,2020-03-16,30,0,2,10,10
"4203","Malta","Malta",35.9375,14.3754,2020-03-17,38,0,2,11,11
"4204","Malta","Malta",35.9375,14.3754,2020-03-18,38,0,2,12,12
"4205","Malta","Malta",35.9375,14.3754,2020-03-19,53,0,2,13,13
"4206","Malta","Malta",35.9375,14.3754,2020-03-20,64,0,2,14,14
"4207","Malta","Malta",35.9375,14.3754,2020-03-21,73,0,2,15,15
"4208","Malta","Malta",35.9375,14.3754,2020-03-22,90,0,2,16,16
"4209","Malta","Malta",35.9375,14.3754,2020-03-23,90,0,2,17,17
"4210","Manatee County, FL","US",27.4799,-82.3452,2020-03-08,1,0,0,1,47
"4211","Manatee County, FL","US",27.4799,-82.3452,2020-03-09,2,0,0,2,48
"4212","Manitoba","Canada",53.7609,-98.8139,2020-03-13,4,0,0,1,48
"4213","Manitoba","Canada",53.7609,-98.8139,2020-03-14,4,0,0,2,49
"4214","Manitoba","Canada",53.7609,-98.8139,2020-03-15,4,0,0,3,50
"4215","Manitoba","Canada",53.7609,-98.8139,2020-03-16,7,0,0,4,51
"4216","Manitoba","Canada",53.7609,-98.8139,2020-03-17,8,0,0,5,52
"4217","Manitoba","Canada",53.7609,-98.8139,2020-03-18,15,0,0,6,53
"4218","Manitoba","Canada",53.7609,-98.8139,2020-03-19,17,0,0,7,54
"4219","Manitoba","Canada",53.7609,-98.8139,2020-03-20,17,0,0,8,55
"4220","Manitoba","Canada",53.7609,-98.8139,2020-03-21,18,0,0,9,56
"4221","Manitoba","Canada",53.7609,-98.8139,2020-03-22,19,0,0,10,57
"4222","Manitoba","Canada",53.7609,-98.8139,2020-03-23,20,0,0,11,58
"4223","Maricopa County, AZ","US",33.2918,-112.4291,2020-01-26,1,0,0,1,5
"4224","Maricopa County, AZ","US",33.2918,-112.4291,2020-01-27,1,0,0,2,6
"4225","Maricopa County, AZ","US",33.2918,-112.4291,2020-01-28,1,0,0,3,7
"4226","Maricopa County, AZ","US",33.2918,-112.4291,2020-01-29,1,0,0,4,8
"4227","Maricopa County, AZ","US",33.2918,-112.4291,2020-01-30,1,0,0,5,9
"4228","Maricopa County, AZ","US",33.2918,-112.4291,2020-01-31,1,0,0,6,10
"4229","Maricopa County, AZ","US",33.2918,-112.4291,2020-02-01,1,0,0,7,11
"4230","Maricopa County, AZ","US",33.2918,-112.4291,2020-02-02,1,0,0,8,12
"4231","Maricopa County, AZ","US",33.2918,-112.4291,2020-02-03,1,0,0,9,13
"4232","Maricopa County, AZ","US",33.2918,-112.4291,2020-02-04,1,0,0,10,14
"4233","Maricopa County, AZ","US",33.2918,-112.4291,2020-02-05,1,0,0,11,15
"4234","Maricopa County, AZ","US",33.2918,-112.4291,2020-02-06,1,0,0,12,16
"4235","Maricopa County, AZ","US",33.2918,-112.4291,2020-02-07,1,0,0,13,17
"4236","Maricopa County, AZ","US",33.2918,-112.4291,2020-02-08,1,0,0,14,18
"4237","Maricopa County, AZ","US",33.2918,-112.4291,2020-02-09,1,0,0,15,19
"4238","Maricopa County, AZ","US",33.2918,-112.4291,2020-02-10,1,0,0,16,20
"4239","Maricopa County, AZ","US",33.2918,-112.4291,2020-02-11,1,0,0,17,21
"4240","Maricopa County, AZ","US",33.2918,-112.4291,2020-02-12,1,0,0,18,22
"4241","Maricopa County, AZ","US",33.2918,-112.4291,2020-02-13,1,0,0,19,23
"4242","Maricopa County, AZ","US",33.2918,-112.4291,2020-02-14,1,0,0,20,24
"4243","Maricopa County, AZ","US",33.2918,-112.4291,2020-02-15,1,0,0,21,25
"4244","Maricopa County, AZ","US",33.2918,-112.4291,2020-02-16,1,0,0,22,26
"4245","Maricopa County, AZ","US",33.2918,-112.4291,2020-02-17,1,0,0,23,27
"4246","Maricopa County, AZ","US",33.2918,-112.4291,2020-02-18,1,0,0,24,28
"4247","Maricopa County, AZ","US",33.2918,-112.4291,2020-02-19,1,0,0,25,29
"4248","Maricopa County, AZ","US",33.2918,-112.4291,2020-02-20,1,0,0,26,30
"4249","Maricopa County, AZ","US",33.2918,-112.4291,2020-02-21,1,0,0,27,31
"4250","Maricopa County, AZ","US",33.2918,-112.4291,2020-02-22,1,0,0,28,32
"4251","Maricopa County, AZ","US",33.2918,-112.4291,2020-02-23,1,0,0,29,33
"4252","Maricopa County, AZ","US",33.2918,-112.4291,2020-02-24,1,0,0,30,34
"4253","Maricopa County, AZ","US",33.2918,-112.4291,2020-02-25,1,0,1,31,35
"4254","Maricopa County, AZ","US",33.2918,-112.4291,2020-02-26,1,0,1,32,36
"4255","Maricopa County, AZ","US",33.2918,-112.4291,2020-02-27,1,0,1,33,37
"4256","Maricopa County, AZ","US",33.2918,-112.4291,2020-02-28,1,0,1,34,38
"4257","Maricopa County, AZ","US",33.2918,-112.4291,2020-02-29,1,0,1,35,39
"4258","Maricopa County, AZ","US",33.2918,-112.4291,2020-03-01,1,0,1,36,40
"4259","Maricopa County, AZ","US",33.2918,-112.4291,2020-03-02,1,0,1,37,41
"4260","Maricopa County, AZ","US",33.2918,-112.4291,2020-03-03,1,0,1,38,42
"4261","Maricopa County, AZ","US",33.2918,-112.4291,2020-03-04,1,0,1,39,43
"4262","Maricopa County, AZ","US",33.2918,-112.4291,2020-03-05,1,0,1,40,44
"4263","Maricopa County, AZ","US",33.2918,-112.4291,2020-03-06,2,0,1,41,45
"4264","Maricopa County, AZ","US",33.2918,-112.4291,2020-03-07,2,0,1,42,46
"4265","Maricopa County, AZ","US",33.2918,-112.4291,2020-03-08,2,0,1,43,47
"4266","Maricopa County, AZ","US",33.2918,-112.4291,2020-03-09,2,0,1,44,48
"4267","Marion County, IN","US",39.8362,-86.1752,2020-03-06,1,0,0,1,45
"4268","Marion County, IN","US",39.8362,-86.1752,2020-03-07,1,0,0,2,46
"4269","Marion County, IN","US",39.8362,-86.1752,2020-03-08,1,0,0,3,47
"4270","Marion County, IN","US",39.8362,-86.1752,2020-03-09,1,0,0,4,48
"4271","Marion County, OR","US",44.8446,-122.5927,2020-03-08,1,0,0,1,47
"4272","Marion County, OR","US",44.8446,-122.5927,2020-03-09,1,0,0,2,48
"4273","Martinique","Martinique",14.6415,-61.0242,2020-03-07,2,0,0,1,1
"4274","Martinique","Martinique",14.6415,-61.0242,2020-03-08,2,0,0,2,2
"4275","Martinique","Martinique",14.6415,-61.0242,2020-03-09,2,0,0,3,3
"4276","Martinique","Martinique",14.6415,-61.0242,2020-03-10,2,0,0,4,4
"4277","Martinique","Martinique",14.6415,-61.0242,2020-03-11,3,0,0,5,5
"4278","Martinique","Martinique",14.6415,-61.0242,2020-03-12,3,0,0,6,6
"4279","Martinique","Martinique",14.6415,-61.0242,2020-03-13,3,0,0,7,7
"4280","Martinique","Martinique",14.6415,-61.0242,2020-03-14,9,0,0,8,8
"4281","Martinique","Martinique",14.6415,-61.0242,2020-03-15,9,0,0,9,9
"4282","Martinique","Martinique",14.6415,-61.0242,2020-03-16,15,1,0,10,10
"4283","Martinique","Martinique",14.6415,-61.0242,2020-03-17,16,1,0,11,11
"4284","Martinique","Martinique",14.6415,-61.0242,2020-03-18,19,1,0,12,12
"4285","Martinique","Martinique",14.6415,-61.0242,2020-03-19,23,1,0,13,13
"4286","Martinique","Martinique",14.6415,-61.0242,2020-03-20,32,1,0,14,14
"4287","Martinique","Martinique",14.6415,-61.0242,2020-03-21,32,1,0,15,15
"4288","Martinique","Martinique",14.6415,-61.0242,2020-03-22,37,1,0,16,16
"4289","Martinique","Martinique",14.6415,-61.0242,2020-03-23,37,1,0,17,17
"4290","Maryland","US",39.0639,-76.8021,2020-03-10,8,0,0,1,49
"4291","Maryland","US",39.0639,-76.8021,2020-03-11,9,0,0,2,50
"4292","Maryland","US",39.0639,-76.8021,2020-03-12,12,0,0,3,51
"4293","Maryland","US",39.0639,-76.8021,2020-03-13,18,0,0,4,52
"4294","Maryland","US",39.0639,-76.8021,2020-03-14,26,0,0,5,53
"4295","Maryland","US",39.0639,-76.8021,2020-03-15,32,0,0,6,54
"4296","Maryland","US",39.0639,-76.8021,2020-03-16,41,0,3,7,55
"4297","Maryland","US",39.0639,-76.8021,2020-03-17,60,0,3,8,56
"4298","Maryland","US",39.0639,-76.8021,2020-03-18,85,0,0,9,57
"4299","Maryland","US",39.0639,-76.8021,2020-03-19,107,1,0,10,58
"4300","Maryland","US",39.0639,-76.8021,2020-03-20,149,1,0,11,59
"4301","Maryland","US",39.0639,-76.8021,2020-03-21,193,2,0,12,60
"4302","Maryland","US",39.0639,-76.8021,2020-03-22,244,3,0,13,61
"4303","Maryland","US",39.0639,-76.8021,2020-03-23,244,3,0,14,62
"4304","Massachusetts","US",42.2302,-71.5301,2020-03-10,92,0,1,1,49
"4305","Massachusetts","US",42.2302,-71.5301,2020-03-11,95,0,1,2,50
"4306","Massachusetts","US",42.2302,-71.5301,2020-03-12,108,0,1,3,51
"4307","Massachusetts","US",42.2302,-71.5301,2020-03-13,123,0,1,4,52
"4308","Massachusetts","US",42.2302,-71.5301,2020-03-14,138,0,1,5,53
"4309","Massachusetts","US",42.2302,-71.5301,2020-03-15,164,0,1,6,54
"4310","Massachusetts","US",42.2302,-71.5301,2020-03-16,197,0,1,7,55
"4311","Massachusetts","US",42.2302,-71.5301,2020-03-17,218,0,1,8,56
"4312","Massachusetts","US",42.2302,-71.5301,2020-03-18,218,0,0,9,57
"4313","Massachusetts","US",42.2302,-71.5301,2020-03-19,328,0,0,10,58
"4314","Massachusetts","US",42.2302,-71.5301,2020-03-20,413,1,0,11,59
"4315","Massachusetts","US",42.2302,-71.5301,2020-03-21,525,1,0,12,60
"4316","Massachusetts","US",42.2302,-71.5301,2020-03-22,646,5,0,13,61
"4317","Massachusetts","US",42.2302,-71.5301,2020-03-23,646,5,0,14,62
"4318","Mauritania","Mauritania",21.0079,10.9408,2020-03-14,1,0,0,1,1
"4319","Mauritania","Mauritania",21.0079,10.9408,2020-03-15,1,0,0,2,2
"4320","Mauritania","Mauritania",21.0079,10.9408,2020-03-16,1,0,0,3,3
"4321","Mauritania","Mauritania",21.0079,10.9408,2020-03-17,1,0,0,4,4
"4322","Mauritania","Mauritania",21.0079,10.9408,2020-03-18,1,0,0,5,5
"4323","Mauritania","Mauritania",21.0079,10.9408,2020-03-19,2,0,0,6,6
"4324","Mauritania","Mauritania",21.0079,10.9408,2020-03-20,2,0,0,7,7
"4325","Mauritania","Mauritania",21.0079,10.9408,2020-03-21,2,0,0,8,8
"4326","Mauritania","Mauritania",21.0079,10.9408,2020-03-22,2,0,0,9,9
"4327","Mauritania","Mauritania",21.0079,10.9408,2020-03-23,2,0,0,10,10
"4328","Mauritius","Mauritius",-20.2,57.5,2020-03-18,3,0,0,1,1
"4329","Mauritius","Mauritius",-20.2,57.5,2020-03-19,3,0,0,2,2
"4330","Mauritius","Mauritius",-20.2,57.5,2020-03-20,12,0,0,3,3
"4331","Mauritius","Mauritius",-20.2,57.5,2020-03-21,14,1,0,4,4
"4332","Mauritius","Mauritius",-20.2,57.5,2020-03-22,18,1,0,5,5
"4333","Mauritius","Mauritius",-20.2,57.5,2020-03-23,18,1,0,6,6
"4334","Mayotte","France",-12.8275,45.1662,2020-03-15,1,0,0,1,52
"4335","Mayotte","France",-12.8275,45.1662,2020-03-16,1,0,0,2,53
"4336","Mayotte","France",-12.8275,45.1662,2020-03-17,1,0,0,3,54
"4337","Mayotte","France",-12.8275,45.1662,2020-03-18,3,0,0,4,55
"4338","Mayotte","France",-12.8275,45.1662,2020-03-19,3,0,0,5,56
"4339","Mayotte","France",-12.8275,45.1662,2020-03-20,6,0,0,6,57
"4340","Mayotte","France",-12.8275,45.1662,2020-03-21,7,0,0,7,58
"4341","Mayotte","France",-12.8275,45.1662,2020-03-22,11,0,0,8,59
"4342","Mayotte","Mayotte",-12.8275,45.1662,2020-03-23,11,0,0,9,1
"4343","Mexico","Mexico",23.6345,-102.5528,2020-02-28,1,0,0,1,1
"4344","Mexico","Mexico",23.6345,-102.5528,2020-02-29,4,0,0,2,2
"4345","Mexico","Mexico",23.6345,-102.5528,2020-03-01,5,0,0,3,3
"4346","Mexico","Mexico",23.6345,-102.5528,2020-03-02,5,0,0,4,4
"4347","Mexico","Mexico",23.6345,-102.5528,2020-03-03,5,0,1,5,5
"4348","Mexico","Mexico",23.6345,-102.5528,2020-03-04,5,0,1,6,6
"4349","Mexico","Mexico",23.6345,-102.5528,2020-03-05,5,0,1,7,7
"4350","Mexico","Mexico",23.6345,-102.5528,2020-03-06,6,0,1,8,8
"4351","Mexico","Mexico",23.6345,-102.5528,2020-03-07,6,0,1,9,9
"4352","Mexico","Mexico",23.6345,-102.5528,2020-03-08,7,0,1,10,10
"4353","Mexico","Mexico",23.6345,-102.5528,2020-03-09,7,0,1,11,11
"4354","Mexico","Mexico",23.6345,-102.5528,2020-03-10,7,0,4,12,12
"4355","Mexico","Mexico",23.6345,-102.5528,2020-03-11,8,0,4,13,13
"4356","Mexico","Mexico",23.6345,-102.5528,2020-03-12,12,0,4,14,14
"4357","Mexico","Mexico",23.6345,-102.5528,2020-03-13,12,0,4,15,15
"4358","Mexico","Mexico",23.6345,-102.5528,2020-03-14,26,0,4,16,16
"4359","Mexico","Mexico",23.6345,-102.5528,2020-03-15,41,0,4,17,17
"4360","Mexico","Mexico",23.6345,-102.5528,2020-03-16,53,0,4,18,18
"4361","Mexico","Mexico",23.6345,-102.5528,2020-03-17,82,0,4,19,19
"4362","Mexico","Mexico",23.6345,-102.5528,2020-03-18,93,0,4,20,20
"4363","Mexico","Mexico",23.6345,-102.5528,2020-03-19,118,1,4,21,21
"4364","Mexico","Mexico",23.6345,-102.5528,2020-03-20,164,1,4,22,22
"4365","Mexico","Mexico",23.6345,-102.5528,2020-03-21,203,2,4,23,23
"4366","Mexico","Mexico",23.6345,-102.5528,2020-03-22,251,2,4,24,24
"4367","Mexico","Mexico",23.6345,-102.5528,2020-03-23,251,2,4,25,25
"4368","Michigan","US",43.3266,-84.5361,2020-03-11,2,0,0,1,50
"4369","Michigan","US",43.3266,-84.5361,2020-03-12,2,0,0,2,51
"4370","Michigan","US",43.3266,-84.5361,2020-03-13,16,0,0,3,52
"4371","Michigan","US",43.3266,-84.5361,2020-03-14,25,0,0,4,53
"4372","Michigan","US",43.3266,-84.5361,2020-03-15,33,0,0,5,54
"4373","Michigan","US",43.3266,-84.5361,2020-03-16,53,0,0,6,55
"4374","Michigan","US",43.3266,-84.5361,2020-03-17,65,0,0,7,56
"4375","Michigan","US",43.3266,-84.5361,2020-03-18,83,0,0,8,57
"4376","Michigan","US",43.3266,-84.5361,2020-03-19,334,3,0,9,58
"4377","Michigan","US",43.3266,-84.5361,2020-03-20,552,3,0,10,59
"4378","Michigan","US",43.3266,-84.5361,2020-03-21,788,5,0,11,60
"4379","Michigan","US",43.3266,-84.5361,2020-03-22,1037,9,0,12,61
"4380","Michigan","US",43.3266,-84.5361,2020-03-23,1037,9,0,13,62
"4381","Middlesex County, MA","US",42.4672,-71.2874,2020-03-06,1,0,0,1,45
"4382","Middlesex County, MA","US",42.4672,-71.2874,2020-03-07,1,0,0,2,46
"4383","Middlesex County, MA","US",42.4672,-71.2874,2020-03-08,7,0,0,3,47
"4384","Middlesex County, MA","US",42.4672,-71.2874,2020-03-09,7,0,0,4,48
"4385","Minnesota","US",45.6945,-93.9002,2020-03-10,3,0,0,1,49
"4386","Minnesota","US",45.6945,-93.9002,2020-03-11,5,0,0,2,50
"4387","Minnesota","US",45.6945,-93.9002,2020-03-12,9,0,0,3,51
"4388","Minnesota","US",45.6945,-93.9002,2020-03-13,14,0,0,4,52
"4389","Minnesota","US",45.6945,-93.9002,2020-03-14,21,0,0,5,53
"4390","Minnesota","US",45.6945,-93.9002,2020-03-15,35,0,0,6,54
"4391","Minnesota","US",45.6945,-93.9002,2020-03-16,54,0,0,7,55
"4392","Minnesota","US",45.6945,-93.9002,2020-03-17,60,0,0,8,56
"4393","Minnesota","US",45.6945,-93.9002,2020-03-18,77,0,0,9,57
"4394","Minnesota","US",45.6945,-93.9002,2020-03-19,89,0,0,10,58
"4395","Minnesota","US",45.6945,-93.9002,2020-03-20,115,0,0,11,59
"4396","Minnesota","US",45.6945,-93.9002,2020-03-21,138,1,0,12,60
"4397","Minnesota","US",45.6945,-93.9002,2020-03-22,169,1,0,13,61
"4398","Minnesota","US",45.6945,-93.9002,2020-03-23,169,1,0,14,62
"4399","Mississippi","US",32.7416,-89.6787,2020-03-12,1,0,0,1,51
"4400","Mississippi","US",32.7416,-89.6787,2020-03-13,1,0,0,2,52
"4401","Mississippi","US",32.7416,-89.6787,2020-03-14,6,0,0,3,53
"4402","Mississippi","US",32.7416,-89.6787,2020-03-15,10,0,0,4,54
"4403","Mississippi","US",32.7416,-89.6787,2020-03-16,13,0,0,5,55
"4404","Mississippi","US",32.7416,-89.6787,2020-03-17,21,0,0,6,56
"4405","Mississippi","US",32.7416,-89.6787,2020-03-18,34,0,0,7,57
"4406","Mississippi","US",32.7416,-89.6787,2020-03-19,50,1,0,8,58
"4407","Mississippi","US",32.7416,-89.6787,2020-03-20,80,1,0,9,59
"4408","Mississippi","US",32.7416,-89.6787,2020-03-21,140,1,0,10,60
"4409","Mississippi","US",32.7416,-89.6787,2020-03-22,207,1,0,11,61
"4410","Mississippi","US",32.7416,-89.6787,2020-03-23,207,1,0,12,62
"4411","Missouri","US",38.4561,-92.2884,2020-03-10,1,0,0,1,49
"4412","Missouri","US",38.4561,-92.2884,2020-03-11,1,0,0,2,50
"4413","Missouri","US",38.4561,-92.2884,2020-03-12,1,0,0,3,51
"4414","Missouri","US",38.4561,-92.2884,2020-03-13,2,0,0,4,52
"4415","Missouri","US",38.4561,-92.2884,2020-03-14,4,0,0,5,53
"4416","Missouri","US",38.4561,-92.2884,2020-03-15,5,0,0,6,54
"4417","Missouri","US",38.4561,-92.2884,2020-03-16,6,0,0,7,55
"4418","Missouri","US",38.4561,-92.2884,2020-03-17,11,0,0,8,56
"4419","Missouri","US",38.4561,-92.2884,2020-03-18,18,0,0,9,57
"4420","Missouri","US",38.4561,-92.2884,2020-03-19,31,1,0,10,58
"4421","Missouri","US",38.4561,-92.2884,2020-03-20,53,2,0,11,59
"4422","Missouri","US",38.4561,-92.2884,2020-03-21,74,3,0,12,60
"4423","Missouri","US",38.4561,-92.2884,2020-03-22,100,3,0,13,61
"4424","Missouri","US",38.4561,-92.2884,2020-03-23,100,3,0,14,62
"4425","Moldova","Moldova",47.4116,28.3699,2020-03-08,1,0,0,1,1
"4426","Moldova","Moldova",47.4116,28.3699,2020-03-09,1,0,0,2,2
"4427","Moldova","Moldova",47.4116,28.3699,2020-03-10,3,0,0,3,3
"4428","Moldova","Moldova",47.4116,28.3699,2020-03-11,3,0,0,4,4
"4429","Moldova","Moldova",47.4116,28.3699,2020-03-12,3,0,0,5,5
"4430","Moldova","Moldova",47.4116,28.3699,2020-03-13,6,0,0,6,6
"4431","Moldova","Moldova",47.4116,28.3699,2020-03-14,12,0,0,7,7
"4432","Moldova","Moldova",47.4116,28.3699,2020-03-15,23,0,0,8,8
"4433","Moldova","Moldova",47.4116,28.3699,2020-03-16,23,0,0,9,9
"4434","Moldova","Moldova",47.4116,28.3699,2020-03-17,30,0,1,10,10
"4435","Moldova","Moldova",47.4116,28.3699,2020-03-18,30,1,1,11,11
"4436","Moldova","Moldova",47.4116,28.3699,2020-03-19,49,1,1,12,12
"4437","Moldova","Moldova",47.4116,28.3699,2020-03-20,66,1,1,13,13
"4438","Moldova","Moldova",47.4116,28.3699,2020-03-21,80,1,1,14,14
"4439","Moldova","Moldova",47.4116,28.3699,2020-03-22,94,1,1,15,15
"4440","Moldova","Moldova",47.4116,28.3699,2020-03-23,94,1,1,16,16
"4441","Monaco","Monaco",43.7333,7.4167,2020-02-29,1,0,0,1,1
"4442","Monaco","Monaco",43.7333,7.4167,2020-03-01,1,0,0,2,2
"4443","Monaco","Monaco",43.7333,7.4167,2020-03-02,1,0,0,3,3
"4444","Monaco","Monaco",43.7333,7.4167,2020-03-03,1,0,0,4,4
"4445","Monaco","Monaco",43.7333,7.4167,2020-03-04,1,0,0,5,5
"4446","Monaco","Monaco",43.7333,7.4167,2020-03-05,1,0,0,6,6
"4447","Monaco","Monaco",43.7333,7.4167,2020-03-06,1,0,0,7,7
"4448","Monaco","Monaco",43.7333,7.4167,2020-03-07,1,0,0,8,8
"4449","Monaco","Monaco",43.7333,7.4167,2020-03-08,1,0,0,9,9
"4450","Monaco","Monaco",43.7333,7.4167,2020-03-09,1,0,0,10,10
"4451","Monaco","Monaco",43.7333,7.4167,2020-03-10,1,0,0,11,11
"4452","Monaco","Monaco",43.7333,7.4167,2020-03-11,1,0,0,12,12
"4453","Monaco","Monaco",43.7333,7.4167,2020-03-12,2,0,0,13,13
"4454","Monaco","Monaco",43.7333,7.4167,2020-03-13,2,0,0,14,14
"4455","Monaco","Monaco",43.7333,7.4167,2020-03-14,2,0,0,15,15
"4456","Monaco","Monaco",43.7333,7.4167,2020-03-15,2,0,0,16,16
"4457","Monaco","Monaco",43.7333,7.4167,2020-03-16,7,0,0,17,17
"4458","Monaco","Monaco",43.7333,7.4167,2020-03-17,7,0,0,18,18
"4459","Monaco","Monaco",43.7333,7.4167,2020-03-18,7,0,0,19,19
"4460","Monaco","Monaco",43.7333,7.4167,2020-03-19,7,0,0,20,20
"4461","Monaco","Monaco",43.7333,7.4167,2020-03-20,11,0,0,21,21
"4462","Monaco","Monaco",43.7333,7.4167,2020-03-21,11,0,0,22,22
"4463","Monaco","Monaco",43.7333,7.4167,2020-03-22,23,0,1,23,23
"4464","Monaco","Monaco",43.7333,7.4167,2020-03-23,23,0,1,24,24
"4465","Mongolia","Mongolia",46.8625,103.8467,2020-03-10,1,0,0,1,1
"4466","Mongolia","Mongolia",46.8625,103.8467,2020-03-11,1,0,0,2,2
"4467","Mongolia","Mongolia",46.8625,103.8467,2020-03-12,1,0,0,3,3
"4468","Mongolia","Mongolia",46.8625,103.8467,2020-03-13,1,0,0,4,4
"4469","Mongolia","Mongolia",46.8625,103.8467,2020-03-14,1,0,0,5,5
"4470","Mongolia","Mongolia",46.8625,103.8467,2020-03-15,1,0,0,6,6
"4471","Mongolia","Mongolia",46.8625,103.8467,2020-03-16,1,0,0,7,7
"4472","Mongolia","Mongolia",46.8625,103.8467,2020-03-17,5,0,0,8,8
"4473","Mongolia","Mongolia",46.8625,103.8467,2020-03-18,6,0,0,9,9
"4474","Mongolia","Mongolia",46.8625,103.8467,2020-03-19,6,0,0,10,10
"4475","Mongolia","Mongolia",46.8625,103.8467,2020-03-20,6,0,0,11,11
"4476","Mongolia","Mongolia",46.8625,103.8467,2020-03-21,10,0,0,12,12
"4477","Mongolia","Mongolia",46.8625,103.8467,2020-03-22,10,0,0,13,13
"4478","Mongolia","Mongolia",46.8625,103.8467,2020-03-23,10,0,0,14,14
"4479","Montana","US",46.9219,-110.4544,2020-03-11,1,0,0,1,50
"4480","Montana","US",46.9219,-110.4544,2020-03-12,1,0,0,2,51
"4481","Montana","US",46.9219,-110.4544,2020-03-13,1,0,0,3,52
"4482","Montana","US",46.9219,-110.4544,2020-03-14,5,0,0,4,53
"4483","Montana","US",46.9219,-110.4544,2020-03-15,7,0,0,5,54
"4484","Montana","US",46.9219,-110.4544,2020-03-16,7,0,0,6,55
"4485","Montana","US",46.9219,-110.4544,2020-03-17,9,0,0,7,56
"4486","Montana","US",46.9219,-110.4544,2020-03-18,11,0,0,8,57
"4487","Montana","US",46.9219,-110.4544,2020-03-19,11,0,0,9,58
"4488","Montana","US",46.9219,-110.4544,2020-03-20,15,0,0,10,59
"4489","Montana","US",46.9219,-110.4544,2020-03-21,21,0,0,11,60
"4490","Montana","US",46.9219,-110.4544,2020-03-22,31,0,0,12,61
"4491","Montana","US",46.9219,-110.4544,2020-03-23,31,0,0,13,62
"4492","Montenegro","Montenegro",42.5,19.3,2020-03-17,2,0,0,1,1
"4493","Montenegro","Montenegro",42.5,19.3,2020-03-18,1,0,0,2,2
"4494","Montenegro","Montenegro",42.5,19.3,2020-03-19,3,0,0,3,3
"4495","Montenegro","Montenegro",42.5,19.3,2020-03-20,14,0,0,4,4
"4496","Montenegro","Montenegro",42.5,19.3,2020-03-21,14,0,0,5,5
"4497","Montenegro","Montenegro",42.5,19.3,2020-03-22,21,0,0,6,6
"4498","Montenegro","Montenegro",42.5,19.3,2020-03-23,21,0,0,7,7
"4499","Montgomery County, MD","US",39.1547,-77.2405,2020-03-06,3,0,0,1,45
"4500","Montgomery County, MD","US",39.1547,-77.2405,2020-03-07,3,0,0,2,46
"4501","Montgomery County, MD","US",39.1547,-77.2405,2020-03-08,4,0,0,3,47
"4502","Montgomery County, MD","US",39.1547,-77.2405,2020-03-09,4,0,0,4,48
"4503","Montgomery County, PA","US",40.229,-75.3879,2020-03-08,4,0,0,1,47
"4504","Montgomery County, PA","US",40.229,-75.3879,2020-03-09,5,0,0,2,48
"4505","Montserrat","United Kingdom",16.7425,-62.1874,2020-03-18,1,0,0,1,48
"4506","Montserrat","United Kingdom",16.7425,-62.1874,2020-03-19,1,0,0,2,49
"4507","Montserrat","United Kingdom",16.7425,-62.1874,2020-03-20,1,0,0,3,50
"4508","Montserrat","United Kingdom",16.7425,-62.1874,2020-03-21,1,0,0,4,51
"4509","Montserrat","United Kingdom",16.7425,-62.1874,2020-03-22,1,0,0,5,52
"4510","Montserrat","United Kingdom",16.7425,-62.1874,2020-03-23,1,0,0,6,53
"4511","Morocco","Morocco",31.7917,-7.0926,2020-03-02,1,0,0,1,1
"4512","Morocco","Morocco",31.7917,-7.0926,2020-03-03,1,0,0,2,2
"4513","Morocco","Morocco",31.7917,-7.0926,2020-03-04,1,0,0,3,3
"4514","Morocco","Morocco",31.7917,-7.0926,2020-03-05,2,0,0,4,4
"4515","Morocco","Morocco",31.7917,-7.0926,2020-03-06,2,0,0,5,5
"4516","Morocco","Morocco",31.7917,-7.0926,2020-03-07,2,0,0,6,6
"4517","Morocco","Morocco",31.7917,-7.0926,2020-03-08,2,0,0,7,7
"4518","Morocco","Morocco",31.7917,-7.0926,2020-03-09,2,0,0,8,8
"4519","Morocco","Morocco",31.7917,-7.0926,2020-03-10,3,1,0,9,9
"4520","Morocco","Morocco",31.7917,-7.0926,2020-03-11,5,1,0,10,10
"4521","Morocco","Morocco",31.7917,-7.0926,2020-03-12,6,1,0,11,11
"4522","Morocco","Morocco",31.7917,-7.0926,2020-03-13,7,1,1,12,12
"4523","Morocco","Morocco",31.7917,-7.0926,2020-03-14,17,1,1,13,13
"4524","Morocco","Morocco",31.7917,-7.0926,2020-03-15,28,1,1,14,14
"4525","Morocco","Morocco",31.7917,-7.0926,2020-03-16,29,1,1,15,15
